match_id,competition,competition_code,utc_date,status,home_team,away_team,home_score,away_score
560587,Premier League,PL,2026-09-19T11:30:00Z,TIMED,Tottenham Hotspur FC,Aston Villa FC,,
564693,Primera Division,PD,2026-09-19T12:00:00Z,TIMED,CA Osasuna,Rayo Vallecano de Madrid,,
558589,Serie A,SA,2026-09-19T13:00:00Z,TIMED,Udinese Calcio,Cagliari Calcio,,
558598,Serie A,SA,2026-09-19T13:00:00Z,TIMED,Bologna FC 1909,Torino FC,,
565811,Bundesliga,BL1,2026-09-19T13:30:00Z,TIMED,Eintracht Frankfurt,SC Freiburg,,
565809,Bundesliga,BL1,2026-09-19T13:30:00Z,TIMED,Borussia Mönchengladbach,1. FSV Mainz 05,,
565808,Bundesliga,BL1,2026-09-19T13:30:00Z,TIMED,Hamburger SV,1. FC Köln,,
565810,Bundesliga,BL1,2026-09-19T13:30:00Z,TIMED,SV Werder Bremen,FC Augsburg,,
560588,Premier League,PL,2026-09-19T14:00:00Z,TIMED,Newcastle United FC,Hull City AFC,,
560584,Premier League,PL,2026-09-19T14:00:00Z,TIMED,Everton FC,Ipswich Town FC,,
560586,Premier League,PL,2026-09-19T14:00:00Z,TIMED,Brighton & Hove Albion FC,Arsenal FC,,
564691,Primera Division,PD,2026-09-19T14:15:00Z,TIMED,Athletic Club,Deportivo Alavés,,
559679,Ligue 1,FL1,2026-09-19T15:15:00Z,TIMED,Paris FC,RC Strasbourg Alsace,,
558593,Serie A,SA,2026-09-19T16:00:00Z,TIMED,AS Roma,FC Internazionale Milano,,
560589,Premier League,PL,2026-09-19T16:30:00Z,TIMED,Nottingham Forest FC,Coventry City FC,,
564694,Primera Division,PD,2026-09-19T16:30:00Z,TIMED,RC Celta de Vigo,Real Racing Club de Santander,,
565806,Bundesliga,BL1,2026-09-19T16:30:00Z,TIMED,VfB Stuttgart,Borussia Dortmund,,
559681,Ligue 1,FL1,2026-09-19T18:45:00Z,TIMED,Angers SCO,ES Troyes AC,,
559677,Ligue 1,FL1,2026-09-19T18:45:00Z,TIMED,Le Mans FC,FC Lorient,,
558594,Serie A,SA,2026-09-19T18:45:00Z,TIMED,Venezia FC,SS Lazio,,
559680,Ligue 1,FL1,2026-09-19T18:45:00Z,TIMED,Toulouse FC,Le Havre AC,,
559683,Ligue 1,FL1,2026-09-19T18:45:00Z,TIMED,Olympique Lyonnais,Stade Rennais FC 1901,,
564690,Primera Division,PD,2026-09-19T19:00:00Z,TIMED,Sevilla FC,FC Barcelona,,
558591,Serie A,SA,2026-09-20T10:30:00Z,TIMED,ACF Fiorentina,SSC Napoli,,
564697,Primera Division,PD,2026-09-20T12:00:00Z,TIMED,Getafe CF,Málaga CF,,
560585,Premier League,PL,2026-09-20T13:00:00Z,TIMED,Leeds United FC,Crystal Palace FC,,
558590,Serie A,SA,2026-09-20T13:00:00Z,TIMED,Parma Calcio 1913,Genoa CFC,,
560590,Premier League,PL,2026-09-20T13:00:00Z,TIMED,Manchester City FC,Sunderland AFC,,
559676,Ligue 1,FL1,2026-09-20T13:00:00Z,TIMED,AJ Auxerre,Stade Brestois 29,,
558592,Serie A,SA,2026-09-20T13:00:00Z,TIMED,Frosinone Calcio,Como 1907,,
560582,Premier League,PL,2026-09-20T13:00:00Z,TIMED,AFC Bournemouth,Liverpool FC,,
565807,Bundesliga,BL1,2026-09-20T13:30:00Z,TIMED,Bayer 04 Leverkusen,RB Leipzig,,
564688,Primera Division,PD,2026-09-20T14:15:00Z,TIMED,Club Atlético de Madrid,Real Madrid CF,,
559678,Ligue 1,FL1,2026-09-20T15:15:00Z,TIMED,OGC Nice,Lille OSC,,
560583,Premier League,PL,2026-09-20T15:30:00Z,TIMED,Fulham FC,Manchester United FC,,
565805,Bundesliga,BL1,2026-09-20T15:30:00Z,TIMED,FC Schalke 04,SV 07 Elversberg,,
558595,Serie A,SA,2026-09-20T16:00:00Z,TIMED,Juventus FC,Atalanta BC,,
564696,Primera Division,PD,2026-09-20T16:30:00Z,TIMED,Villarreal CF,Levante UD,,
564695,Primera Division,PD,2026-09-20T16:30:00Z,TIMED,RC Deportivo La Coruña,Real Betis Balompié,,
565803,Bundesliga,BL1,2026-09-20T17:30:00Z,TIMED,SC Paderborn 07,TSG 1899 Hoffenheim,,
559675,Ligue 1,FL1,2026-09-20T18:45:00Z,TIMED,Olympique de Marseille,Paris Saint-Germain FC,,
558597,Serie A,SA,2026-09-20T18:45:00Z,TIMED,AC Milan,US Lecce,,
564689,Primera Division,PD,2026-09-20T19:00:00Z,TIMED,Valencia CF,Real Sociedad de Fútbol,,
