match_id,competition,competition_code,utc_date,status,home_team,away_team,home_score,away_score
565797,Bundesliga,BL1,2026-09-11T18:30:00Z,TIMED,1. FC Union Berlin,FC Schalke 04,,
559689,Ligue 1,FL1,2026-09-11T18:45:00Z,TIMED,Stade Rennais FC 1901,Olympique de Marseille,,
558606,Serie A,SA,2026-09-11T18:45:00Z,TIMED,Venezia FC,ACF Fiorentina,,
564669,Primera Division,PD,2026-09-11T19:00:00Z,TIMED,Sevilla FC,Valencia CF,,
564670,Primera Division,PD,2026-09-12T12:00:00Z,TIMED,Real Racing Club de Santander,Deportivo Alavés,,
558604,Serie A,SA,2026-09-12T13:00:00Z,TIMED,Genoa CFC,Frosinone Calcio,,
565794,Bundesliga,BL1,2026-09-12T13:30:00Z,TIMED,TSG 1899 Hoffenheim,VfB Stuttgart,,
565802,Bundesliga,BL1,2026-09-12T13:30:00Z,TIMED,SC Freiburg,Borussia Mönchengladbach,,
565796,Bundesliga,BL1,2026-09-12T13:30:00Z,TIMED,FC Augsburg,Bayer 04 Leverkusen,,
565801,Bundesliga,BL1,2026-09-12T13:30:00Z,TIMED,1. FSV Mainz 05,Eintracht Frankfurt,,
565795,Bundesliga,BL1,2026-09-12T13:30:00Z,TIMED,Borussia Dortmund,SC Paderborn 07,,
560572,Premier League,PL,2026-09-12T14:00:00Z,TIMED,Crystal Palace FC,Ipswich Town FC,,
560581,Premier League,PL,2026-09-12T14:00:00Z,TIMED,Chelsea FC,Hull City AFC,,
560574,Premier League,PL,2026-09-12T14:00:00Z,TIMED,Aston Villa FC,Nottingham Forest FC,,
560576,Premier League,PL,2026-09-12T14:00:00Z,TIMED,AFC Bournemouth,Brentford FC,,
560573,Premier League,PL,2026-09-12T14:00:00Z,TIMED,Liverpool FC,Fulham FC,,
564673,Primera Division,PD,2026-09-12T14:15:00Z,TIMED,CA Osasuna,RCD Espanyol de Barcelona,,
559687,Ligue 1,FL1,2026-09-12T15:15:00Z,TIMED,RC Strasbourg Alsace,AS Monaco FC,,
558600,Serie A,SA,2026-09-12T16:00:00Z,TIMED,SS Lazio,AC Milan,,
565798,Bundesliga,BL1,2026-09-12T16:30:00Z,TIMED,1. FC Köln,SV Werder Bremen,,
564676,Primera Division,PD,2026-09-12T16:30:00Z,TIMED,Athletic Club,Elche CF,,
560575,Premier League,PL,2026-09-12T16:30:00Z,TIMED,Tottenham Hotspur FC,Everton FC,,
558607,Serie A,SA,2026-09-12T18:45:00Z,TIMED,Atalanta BC,Cagliari Calcio,,
559692,Ligue 1,FL1,2026-09-12T18:45:00Z,TIMED,Paris FC,Olympique Lyonnais,,
559688,Ligue 1,FL1,2026-09-12T18:45:00Z,TIMED,AJ Auxerre,OGC Nice,,
559690,Ligue 1,FL1,2026-09-12T18:45:00Z,TIMED,Le Havre AC,Angers SCO,,
559684,Ligue 1,FL1,2026-09-12T18:45:00Z,TIMED,FC Lorient,Toulouse FC,,
564677,Primera Division,PD,2026-09-12T19:00:00Z,TIMED,Real Madrid CF,Rayo Vallecano de Madrid,,
560577,Premier League,PL,2026-09-12T19:00:00Z,TIMED,Sunderland AFC,Arsenal FC,,
